state_name,city_name,year,month,day_of_week,time_of_day,accident_severity,number_of_vehicles_involved,vehicle_type_involved,number_of_casualties,number_of_fatalities,weather_conditions,road_type,road_condition,lighting_conditions,traffic_control_presence,speed_limit_(km/h),driver_age,driver_gender,driver_license_status,alcohol_involvement,accident_location_details,latitude,longitude,cluster,cluster_size
Tamil Nadu,Coimbatore,2022,May,Saturday,13:58,Fatal,3,Car,8,4,Clear,State Highway,Dry,Dark,Signs,109,37,Male,Expired,No,Bridge,11.055957847635048,78.43369641330692,0,2907
Goa,Unknown,2022,July,Friday,7:3,Minor,5,Truck,9,3,Stormy,National Highway,Damaged,Dusk,,59,23,Female,Valid,Yes,Straight Road,20.87879875932695,78.99177521861407,0,2907
Arunachal Pradesh,Unknown,2020,April,Tuesday,3:42,Serious,1,Truck,8,2,Rainy,National Highway,Wet,Daylight,,90,55,Female,,No,Curve,20.776762362804927,78.98650268579641,0,2907
Rajasthan,Jaipur,2019,June,Sunday,21:59,Fatal,1,Two-Wheeler,9,0,Rainy,Village Road,Dry,Dawn,,70,56,Male,Valid,No,Intersection,26.732823648557755,74.1665836541769,1,93
Assam,Unknown,2019,February,Tuesday,7:57,Fatal,2,Bus,9,3,Stormy,State Highway,Dry,Dusk,Signs,120,21,Female,,No,Intersection,20.81919822710045,79.05948551960694,0,2907
Karnataka,Mysore,2023,December,Monday,15:59,Fatal,1,Bus,7,5,Foggy,Village Road,Damaged,Dawn,Signals,59,61,Male,Valid,Yes,Curve,15.35545373033994,75.64884929121331,0,2907
Maharashtra,Pune,2019,June,Saturday,12:9,Minor,3,Pedestrian,8,1,Foggy,Village Road,Dry,Dawn,Signals,63,65,Female,,No,Straight Road,19.45489573489406,76.01313284031784,0,2907
Bihar,Unknown,2023,January,Saturday,19:1,Minor,4,Car,7,2,Hazy,National Highway,Under Construction,Dark,Police Checkpost,34,36,Female,,No,Curve,25.11654678948001,85.17901918508383,0,2907
Rajasthan,Jaipur,2020,June,Saturday,14:31,Minor,1,Auto-Rickshaw,4,0,Foggy,Urban Road,Damaged,Daylight,Signals,119,44,Male,Expired,Yes,Straight Road,27.16197509129809,74.40868099601379,1,93
Gujarat,Surat,2019,July,Friday,7:46,Fatal,5,Auto-Rickshaw,8,1,Clear,State Highway,Wet,Dusk,Signals,104,56,Male,,No,Bridge,21.967436188203692,71.26821325047608,0,2907
Arunachal Pradesh,Unknown,2020,February,Wednesday,9:5,Minor,1,Cycle,0,5,Foggy,Urban Road,Under Construction,Dusk,,46,21,Female,Valid,No,Straight Road,20.574091598345042,79.21174522908233,0,2907
Madhya Pradesh,Unknown,2020,December,Saturday,15:42,Minor,1,Pedestrian,9,1,Clear,State Highway,Under Construction,Dawn,Signs,38,67,Female,Valid,Yes,Straight Road,22.69242869295343,78.84400931206483,0,2907
Jammu and Kashmir,Unknown,2020,January,Monday,21:9,Minor,3,Truck,10,2,Stormy,Village Road,Under Construction,Dawn,Police Checkpost,90,56,Male,Expired,Yes,Straight Road,20.64324577504838,79.04208291635597,0,2907
Gujarat,Surat,2020,January,Friday,4:30,Minor,3,Two-Wheeler,9,5,Clear,National Highway,Under Construction,Daylight,,62,23,Female,,Yes,Intersection,22.1802388997547,71.13488000251874,0,2907
Nagaland,Unknown,2020,November,Saturday,23:41,Serious,2,Cycle,1,5,Clear,Urban Road,Dry,Daylight,,100,22,Male,Valid,Yes,Curve,20.815615052348463,79.24487724424871,0,2907
Nagaland,Unknown,2020,March,Saturday,20:41,Fatal,2,Car,5,1,Clear,Urban Road,Wet,Dawn,Signs,117,34,Female,Valid,Yes,Intersection,20.74656875689933,78.7241291472434,0,2907
Jammu and Kashmir,Unknown,2019,August,Monday,4:54,Serious,3,Auto-Rickshaw,8,0,Stormy,Urban Road,Wet,Dark,Signs,112,21,Female,Valid,Yes,Intersection,20.49201131096572,79.23821028756198,0,2907
Madhya Pradesh,Unknown,2020,September,Friday,17:51,Serious,5,Truck,10,5,Hazy,National Highway,Wet,Dawn,Signals,72,19,Female,,No,Straight Road,22.76161101446008,78.3692794455946,0,2907
Telangana,Unknown,2019,March,Wednesday,9:47,Serious,5,Auto-Rickshaw,4,3,Hazy,State Highway,Wet,Dawn,Police Checkpost,110,61,Female,,Yes,Curve,20.449970547445375,78.77462862390934,0,2907
Tripura,Unknown,2018,March,Thursday,22:38,Serious,3,Pedestrian,10,3,Rainy,State Highway,Damaged,Dark,Signs,96,41,Male,Expired,Yes,Bridge,20.342538295433787,79.16417496215067,0,2907
Assam,Unknown,2021,December,Wednesday,3:12,Serious,4,Two-Wheeler,9,5,Foggy,National Highway,Wet,Dawn,Signs,109,48,Female,,Yes,Curve,20.41533076236132,79.08646399446212,0,2907
Haryana,Unknown,2022,June,Wednesday,6:32,Serious,4,Car,3,3,Foggy,Urban Road,Damaged,Dusk,Signs,77,69,Female,,No,Bridge,20.566005110176558,78.75522556141362,0,2907
Jammu and Kashmir,Unknown,2023,August,Monday,6:41,Serious,1,Two-Wheeler,5,3,Hazy,Village Road,Under Construction,Dawn,Police Checkpost,64,22,Female,,No,Bridge,20.791066976258676,78.942753855133,0,2907
Nagaland,Unknown,2021,June,Friday,8:28,Serious,4,Truck,5,2,Hazy,Village Road,Under Construction,Dusk,Signs,106,23,Female,,Yes,Straight Road,20.40316262877613,78.98505040158449,0,2907
Tamil Nadu,Chennai,2018,November,Saturday,1:42,Fatal,2,Truck,1,5,Foggy,State Highway,Wet,Dark,Police Checkpost,50,65,Male,Valid,Yes,Bridge,11.207800318347925,78.91187210902139,0,2907
Goa,Unknown,2022,August,Wednesday,14:37,Serious,2,Truck,1,5,Rainy,Village Road,Under Construction,Dark,Police Checkpost,55,37,Male,,No,Curve,20.64143025151264,79.21174182663398,0,2907
Mizoram,Unknown,2020,August,Monday,10:52,Serious,3,Auto-Rickshaw,10,2,Hazy,National Highway,Dry,Daylight,Signals,30,35,Male,,Yes,Curve,20.804276329819203,78.98531478507347,0,2907
Meghalaya,Unknown,2019,July,Monday,6:31,Serious,5,Bus,2,3,Foggy,State Highway,Under Construction,Dusk,Signals,101,55,Female,,Yes,Intersection,20.556928151673844,78.95363504847867,0,2907
Madhya Pradesh,Unknown,2019,December,Tuesday,6:32,Minor,5,Bus,1,2,Clear,National Highway,Damaged,Dawn,Police Checkpost,43,43,Female,Expired,No,Straight Road,22.812921950705714,78.91825321284804,0,2907
Kerala,Unknown,2021,September,Friday,5:43,Serious,5,Truck,4,3,Foggy,Urban Road,Wet,Dawn,Signals,34,53,Male,Expired,No,Straight Road,20.596826459611165,79.17577939386683,0,2907
Rajasthan,Jaipur,2019,August,Saturday,5:51,Fatal,2,Auto-Rickshaw,4,0,Hazy,Village Road,Damaged,Daylight,Signals,53,28,Female,Valid,No,Bridge,27.001285478190116,74.25015739634705,1,93
Tripura,Unknown,2019,November,Saturday,20:50,Minor,2,Two-Wheeler,9,3,Rainy,National Highway,Damaged,Dusk,Police Checkpost,69,29,Male,Valid,No,Straight Road,20.555136432894685,78.84801345405832,0,2907
Delhi,Dwarka,2023,July,Friday,15:43,Fatal,4,Two-Wheeler,3,1,Clear,State Highway,Damaged,Dark,Signals,105,46,Female,,No,Intersection,20.863541886770467,78.73131190795044,0,2907
Madhya Pradesh,Unknown,2021,January,Tuesday,15:3,Minor,4,Bus,2,3,Stormy,State Highway,Under Construction,Dusk,Signs,98,58,Male,Valid,No,Bridge,23.21736163748459,78.68122943984413,0,2907
Chhattisgarh,Unknown,2019,November,Friday,4:19,Minor,5,Bus,8,2,Stormy,National Highway,Under Construction,Dusk,Signs,64,41,Male,Valid,Yes,Straight Road,20.347404653189614,79.06348807563982,0,2907
Delhi,New Delhi,2020,August,Saturday,1:17,Fatal,3,Car,9,2,Stormy,National Highway,Wet,Dark,Signals,116,60,Male,Valid,No,Straight Road,20.52320776710753,79.00444891671525,0,2907
Meghalaya,Unknown,2022,October,Saturday,3:11,Minor,1,Pedestrian,3,0,Hazy,State Highway,Dry,Dawn,Signals,77,70,Female,Valid,Yes,Bridge,20.67446266630401,79.057678526972,0,2907
Manipur,Unknown,2020,October,Saturday,23:27,Minor,4,Pedestrian,7,0,Stormy,Urban Road,Under Construction,Dawn,Police Checkpost,45,38,Male,Valid,No,Bridge,20.311392913045644,79.17618517121781,0,2907
Manipur,Unknown,2019,January,Saturday,11:44,Serious,3,Auto-Rickshaw,2,5,Foggy,State Highway,Under Construction,Dawn,,72,60,Female,Expired,No,Bridge,20.29786243844394,79.21456353048426,0,2907
Chandigarh,Unknown,2021,September,Tuesday,23:4,Minor,3,Two-Wheeler,6,5,Hazy,National Highway,Damaged,Dusk,Police Checkpost,30,23,Male,Valid,No,Bridge,20.716000715264883,78.95573309272324,0,2907
Assam,Unknown,2019,December,Sunday,9:54,Serious,1,Bus,6,0,Clear,State Highway,Under Construction,Dark,Signs,75,57,Female,Valid,Yes,Bridge,20.599432469092136,79.24907617680364,0,2907
West Bengal,Kolkata,2020,February,Sunday,17:38,Minor,4,Pedestrian,0,2,Stormy,Village Road,Dry,Daylight,,111,40,Female,Valid,Yes,Curve,22.927693869871906,87.70687091475713,0,2907
Mizoram,Unknown,2021,July,Saturday,6:6,Serious,5,Pedestrian,1,2,Foggy,Urban Road,Under Construction,Dusk,Police Checkpost,103,21,Female,,No,Straight Road,20.48806469785305,78.70995443977876,0,2907
Nagaland,Unknown,2019,December,Saturday,7:43,Minor,4,Car,7,1,Stormy,State Highway,Wet,Dark,Signs,100,23,Female,,No,Bridge,20.473825142278702,78.88544258853975,0,2907
Bihar,Unknown,2020,May,Monday,2:0,Serious,1,Car,8,4,Foggy,Village Road,Dry,Daylight,Signals,36,18,Female,Expired,Yes,Intersection,25.243326918000488,85.3233804571605,0,2907
Mizoram,Unknown,2023,August,Sunday,1:47,Minor,1,Two-Wheeler,2,3,Clear,Village Road,Damaged,Dark,Police Checkpost,44,59,Female,Valid,No,Bridge,20.559483892485588,78.96786362970921,0,2907
Rajasthan,Jaipur,2022,April,Sunday,19:34,Minor,3,Truck,6,5,Clear,State Highway,Dry,Dark,Signs,42,39,Female,Expired,No,Curve,26.80743714704843,74.13682091440637,1,93
Madhya Pradesh,Unknown,2020,September,Tuesday,4:59,Fatal,2,Cycle,9,5,Clear,Urban Road,Wet,Dawn,,54,56,Male,,No,Intersection,23.22471759151763,78.81118746760552,0,2907
West Bengal,Kolkata,2021,November,Saturday,3:4,Minor,2,Two-Wheeler,3,5,Stormy,National Highway,Dry,Dawn,Signals,103,70,Female,Expired,No,Curve,22.753952104294967,87.81617011327124,0,2907
Jharkhand,Unknown,2019,December,Thursday,12:53,Serious,1,Pedestrian,0,3,Clear,State Highway,Under Construction,Daylight,Signs,92,53,Female,Valid,Yes,Bridge,20.327932290362373,79.06280295581433,0,2907
Himachal Pradesh,Unknown,2023,March,Wednesday,11:58,Fatal,4,Car,3,1,Hazy,State Highway,Under Construction,Dark,Police Checkpost,41,46,Female,Expired,Yes,Straight Road,20.84708349997586,78.74740891943179,0,2907
Himachal Pradesh,Unknown,2023,July,Tuesday,22:15,Minor,3,Two-Wheeler,1,5,Rainy,Village Road,Wet,Daylight,,62,33,Female,,No,Intersection,20.68190019101484,78.98028685925657,0,2907
Chhattisgarh,Unknown,2021,May,Friday,18:36,Minor,4,Truck,4,3,Foggy,Urban Road,Damaged,Dawn,Signs,32,24,Female,Expired,No,Curve,20.8474527923322,79.2109446870962,0,2907
Meghalaya,Unknown,2019,May,Saturday,1:23,Minor,3,Bus,2,1,Foggy,Village Road,Damaged,Dusk,Signs,36,49,Female,Valid,No,Curve,20.7326448487357,79.0277722629192,0,2907
Nagaland,Unknown,2023,November,Monday,4:51,Serious,1,Bus,2,5,Hazy,Village Road,Damaged,Dawn,Signals,113,69,Female,,Yes,Straight Road,20.785247619533216,79.03844056244101,0,2907
Tripura,Unknown,2020,July,Saturday,11:42,Serious,2,Cycle,6,4,Hazy,Village Road,Wet,Dawn,Signals,77,41,Male,Valid,No,Bridge,20.73382292918785,79.24957434778345,0,2907
Jharkhand,Unknown,2020,December,Friday,6:44,Minor,4,Truck,3,0,Hazy,National Highway,Damaged,Dark,,100,44,Female,Valid,Yes,Curve,20.47747849005112,78.94875650440561,0,2907
Jharkhand,Unknown,2022,March,Friday,8:3,Minor,3,Truck,9,2,Clear,State Highway,Wet,Daylight,Police Checkpost,89,25,Female,Valid,No,Bridge,20.539059746797598,78.73134897910849,0,2907
Karnataka,Bangalore,2021,March,Tuesday,2:12,Serious,1,Two-Wheeler,9,2,Hazy,Village Road,Wet,Dusk,Police Checkpost,99,51,Female,Valid,No,Bridge,15.453633339272667,75.81789213196978,0,2907
Goa,Unknown,2021,April,Monday,14:44,Fatal,5,Car,4,0,Stormy,Village Road,Wet,Dark,Signs,35,29,Male,Valid,No,Curve,20.804077192490215,78.80620946772834,0,2907
Madhya Pradesh,Unknown,2022,January,Thursday,22:11,Minor,5,Bus,5,5,Foggy,Urban Road,Damaged,Dark,Signals,65,24,Male,,No,Curve,22.954433435436076,78.4817838205229,0,2907
Maharashtra,Pune,2018,March,Sunday,13:26,Serious,5,Two-Wheeler,0,4,Rainy,Urban Road,Damaged,Dark,Police Checkpost,87,20,Female,Valid,Yes,Straight Road,19.913115363789295,75.92024000887302,0,2907
Puducherry,Unknown,2022,August,Saturday,14:36,Minor,3,Auto-Rickshaw,8,5,Stormy,Village Road,Damaged,Dark,Signals,82,58,Female,Valid,No,Curve,20.66997822620989,79.1542855524195,0,2907
Punjab,Unknown,2020,March,Sunday,6:11,Minor,5,Auto-Rickshaw,0,5,Rainy,National Highway,Wet,Dawn,Police Checkpost,40,37,Male,,Yes,Intersection,20.623039609294594,79.01074131018792,0,2907
Gujarat,Vadodara,2022,January,Monday,11:22,Serious,5,Auto-Rickshaw,7,2,Hazy,Village Road,Dry,Dusk,,54,22,Female,Valid,No,Bridge,22.207237056526704,71.24576235424986,0,2907
Kerala,Unknown,2020,December,Thursday,14:51,Fatal,4,Bus,1,5,Clear,Village Road,Wet,Dark,,104,20,Female,Valid,Yes,Curve,20.52451863931459,78.75191692603404,0,2907
Chandigarh,Unknown,2018,March,Saturday,5:27,Fatal,1,Bus,10,1,Stormy,Urban Road,Wet,Dawn,Police Checkpost,31,30,Female,Valid,No,Intersection,20.707900506351542,79.08616971214995,0,2907
Manipur,Unknown,2019,August,Wednesday,22:24,Fatal,4,Auto-Rickshaw,6,5,Stormy,National Highway,Damaged,Dusk,Police Checkpost,50,47,Male,Expired,Yes,Straight Road,20.800731091170103,78.7690611931062,0,2907
Karnataka,Mysore,2022,October,Thursday,22:34,Fatal,2,Cycle,0,1,Clear,Urban Road,Under Construction,Dawn,Police Checkpost,119,32,Male,Expired,No,Straight Road,15.152286483563847,75.47290043152569,0,2907
Rajasthan,Jodhpur,2021,April,Wednesday,22:10,Fatal,1,Bus,9,4,Rainy,National Highway,Dry,Daylight,Police Checkpost,69,58,Female,Valid,Yes,Straight Road,27.02764022179762,74.23549630223374,1,93
Odisha,Unknown,2022,March,Thursday,3:40,Fatal,3,Auto-Rickshaw,4,3,Hazy,State Highway,Dry,Dark,Signs,119,43,Male,Valid,Yes,Intersection,20.358734716117542,79.12210332911259,0,2907
Madhya Pradesh,Unknown,2018,June,Thursday,16:15,Serious,2,Bus,10,4,Rainy,Urban Road,Wet,Dark,,95,28,Male,,No,Straight Road,22.75131050308748,78.78210912276373,0,2907
Jammu and Kashmir,Unknown,2020,April,Friday,16:3,Fatal,2,Cycle,7,0,Hazy,National Highway,Wet,Dawn,Police Checkpost,74,67,Male,Valid,No,Straight Road,20.489104372715378,79.12665274999746,0,2907
Nagaland,Unknown,2023,October,Monday,7:37,Fatal,5,Bus,9,1,Foggy,State Highway,Dry,Dark,,63,40,Female,Expired,Yes,Straight Road,20.58334772499327,78.78386035788478,0,2907
Maharashtra,Pune,2020,March,Thursday,8:1,Serious,1,Truck,6,3,Hazy,Village Road,Dry,Dark,Signs,44,27,Female,Valid,Yes,Intersection,20.036782575818012,75.61864977404105,0,2907
Jharkhand,Unknown,2023,February,Monday,20:29,Minor,1,Car,8,4,Hazy,National Highway,Under Construction,Dawn,Signals,84,68,Male,Expired,No,Bridge,20.558005590092044,78.98221713869098,0,2907
Chandigarh,Unknown,2022,October,Monday,17:23,Minor,5,Auto-Rickshaw,5,4,Clear,Village Road,Wet,Dawn,Signs,43,45,Male,,Yes,Intersection,20.779499150681833,78.72589029313193,0,2907
Manipur,Unknown,2023,March,Friday,3:6,Minor,4,Auto-Rickshaw,1,0,Stormy,Urban Road,Under Construction,Daylight,Signs,66,69,Male,Expired,No,Curve,20.756070879593906,79.17035234087724,0,2907
Haryana,Unknown,2018,July,Monday,20:56,Minor,2,Pedestrian,9,5,Foggy,Urban Road,Wet,Daylight,Signs,75,48,Male,Expired,No,Bridge,20.821099591385085,78.6732216930972,0,2907
Jharkhand,Unknown,2022,September,Thursday,4:36,Serious,4,Auto-Rickshaw,2,2,Hazy,National Highway,Damaged,Dawn,Police Checkpost,44,65,Female,Expired,No,Curve,20.330987461945735,78.77362567009394,0,2907
Odisha,Unknown,2021,November,Sunday,20:21,Minor,4,Car,2,1,Rainy,National Highway,Under Construction,Dawn,,30,56,Male,Valid,Yes,Curve,20.45690368677139,79.25744639086285,0,2907
Maharashtra,Nagpur,2020,June,Thursday,2:49,Serious,2,Auto-Rickshaw,6,4,Foggy,State Highway,Wet,Dawn,Police Checkpost,118,18,Female,Valid,Yes,Intersection,19.70196903586265,75.71114768936137,0,2907
West Bengal,Kolkata,2023,December,Monday,14:41,Fatal,5,Truck,10,5,Foggy,Urban Road,Wet,Dusk,,35,21,Female,,No,Bridge,23.02597981410618,88.09118218974484,0,2907
Andhra Pradesh,Vijayawada,2019,December,Thursday,1:12,Fatal,4,Two-Wheeler,0,0,Stormy,Village Road,Wet,Dusk,Signals,82,52,Female,Valid,Yes,Straight Road,16.131188784160535,79.96601404683747,0,2907
Odisha,Unknown,2023,November,Sunday,4:42,Serious,5,Cycle,8,1,Clear,Village Road,Dry,Daylight,Police Checkpost,68,30,Female,Expired,No,Bridge,20.317124104213356,79.07737369429412,0,2907
Puducherry,Unknown,2022,March,Tuesday,4:27,Minor,4,Two-Wheeler,9,3,Foggy,National Highway,Wet,Daylight,Signals,61,24,Female,Valid,No,Intersection,20.70926552040639,78.7252004703685,0,2907
Puducherry,Unknown,2019,August,Tuesday,5:15,Minor,2,Pedestrian,3,5,Foggy,Village Road,Damaged,Dark,,35,48,Female,,Yes,Curve,20.654327227898285,78.93360518287066,0,2907
Puducherry,Unknown,2018,January,Thursday,10:32,Fatal,2,Auto-Rickshaw,4,3,Foggy,National Highway,Dry,Daylight,Police Checkpost,86,47,Male,,No,Intersection,20.545533392248405,78.98196203879371,0,2907
Delhi,New Delhi,2019,July,Thursday,0:1,Minor,1,Auto-Rickshaw,6,4,Clear,Village Road,Under Construction,Dawn,,108,37,Male,Valid,Yes,Bridge,20.409861594891314,78.78169451293303,0,2907
Haryana,Unknown,2022,February,Saturday,7:44,Fatal,4,Car,3,1,Hazy,Urban Road,Under Construction,Daylight,Police Checkpost,39,54,Female,Expired,No,Intersection,20.38815401353927,79.13539342042712,0,2907
Meghalaya,Unknown,2018,August,Friday,19:11,Fatal,3,Cycle,7,4,Rainy,Village Road,Dry,Dawn,Signals,75,46,Male,Expired,Yes,Intersection,20.750225019816973,79.10193157595529,0,2907
Uttarakhand,Unknown,2023,March,Saturday,16:36,Serious,3,Auto-Rickshaw,10,0,Hazy,National Highway,Under Construction,Dawn,Signs,62,24,Female,,Yes,Straight Road,20.31948648297142,78.86675755502532,0,2907
Uttarakhand,Unknown,2022,July,Sunday,21:3,Fatal,2,Auto-Rickshaw,10,1,Rainy,State Highway,Wet,Dark,Signs,35,46,Male,Valid,No,Curve,20.793033774051356,78.72741804874656,0,2907
Nagaland,Unknown,2020,May,Tuesday,13:37,Minor,1,Auto-Rickshaw,8,5,Rainy,Village Road,Wet,Dark,Signs,62,60,Female,Expired,Yes,Straight Road,20.739586343384378,78.80320048138768,0,2907
Uttarakhand,Unknown,2023,December,Sunday,13:2,Minor,2,Two-Wheeler,9,2,Stormy,Urban Road,Under Construction,Daylight,Signs,87,40,Female,Expired,No,Straight Road,20.558934399104167,78.84635226011896,0,2907
Madhya Pradesh,Unknown,2022,June,Sunday,17:0,Serious,2,Auto-Rickshaw,8,0,Stormy,Village Road,Under Construction,Dark,Signals,79,54,Male,Valid,Yes,Curve,22.9323025320898,78.90724030433964,0,2907
Jharkhand,Unknown,2023,January,Monday,2:22,Minor,5,Pedestrian,0,0,Foggy,National Highway,Dry,Daylight,,75,67,Male,,No,Bridge,20.322059790256002,78.94060805795598,0,2907
Chandigarh,Unknown,2018,January,Monday,21:32,Minor,5,Cycle,10,0,Hazy,Urban Road,Wet,Daylight,Police Checkpost,59,20,Male,,Yes,Bridge,20.80671770246397,79.15250555305757,0,2907
Nagaland,Unknown,2019,July,Thursday,19:33,Fatal,4,Cycle,1,0,Rainy,State Highway,Wet,Dusk,,102,40,Male,Expired,No,Curve,20.423056351671605,78.9169165994243,0,2907
Maharashtra,Mumbai,2018,July,Sunday,12:3,Fatal,4,Car,10,1,Foggy,State Highway,Dry,Dark,Signals,33,37,Male,Valid,Yes,Straight Road,19.545257925984355,75.58953464779611,0,2907
Kerala,Unknown,2023,October,Monday,0:52,Minor,1,Two-Wheeler,1,1,Rainy,Village Road,Damaged,Daylight,,51,32,Male,Valid,No,Curve,20.61830810220076,78.76990550370562,0,2907
Andhra Pradesh,Vijayawada,2023,August,Tuesday,6:44,Serious,4,Car,2,4,Hazy,National Highway,Damaged,Dusk,Police Checkpost,92,49,Male,Valid,Yes,Straight Road,15.66897708311551,79.89341192796469,0,2907
Puducherry,Unknown,2018,November,Friday,14:4,Minor,5,Bus,6,0,Stormy,National Highway,Wet,Dark,Signals,44,70,Male,Valid,No,Curve,20.40461023558102,79.22494081607525,0,2907
West Bengal,Kolkata,2018,September,Wednesday,8:46,Minor,5,Two-Wheeler,1,5,Foggy,Village Road,Dry,Daylight,Signs,64,56,Female,,No,Intersection,22.86050688049457,87.87771866922198,0,2907
Delhi,Rohini,2021,October,Sunday,13:55,Fatal,3,Truck,2,5,Rainy,Village Road,Dry,Dawn,Signs,117,58,Female,Valid,No,Straight Road,20.89177107642591,78.9208326896546,0,2907
Chhattisgarh,Unknown,2018,June,Saturday,10:23,Serious,5,Truck,3,1,Rainy,State Highway,Dry,Dusk,Signs,69,65,Male,Valid,Yes,Bridge,20.773123445443968,78.8721613614292,0,2907
Andhra Pradesh,Tirupati,2019,July,Saturday,15:47,Minor,2,Auto-Rickshaw,3,0,Hazy,National Highway,Dry,Dusk,Signals,117,47,Female,,No,Straight Road,16.19333119756177,79.47981833534523,0,2907
West Bengal,Kolkata,2019,July,Monday,0:58,Serious,1,Car,0,1,Rainy,Village Road,Wet,Dawn,Signs,55,23,Male,,Yes,Straight Road,23.082306884191627,88.07970232566673,0,2907
Manipur,Unknown,2022,November,Saturday,16:27,Fatal,3,Cycle,1,3,Clear,National Highway,Under Construction,Daylight,Signals,105,50,Male,Valid,No,Curve,20.881521049658463,78.75360056699428,0,2907
Manipur,Unknown,2022,January,Saturday,11:23,Minor,4,Two-Wheeler,10,0,Clear,National Highway,Dry,Daylight,Signs,60,25,Male,Valid,No,Intersection,20.815149405875623,79.20367929961942,0,2907
Odisha,Unknown,2023,January,Friday,6:9,Minor,3,Two-Wheeler,9,0,Foggy,Urban Road,Dry,Dawn,Police Checkpost,36,54,Female,Expired,Yes,Curve,20.44974483238532,79.1818469769648,0,2907
West Bengal,Durgapur,2022,November,Friday,11:33,Serious,3,Cycle,3,2,Foggy,State Highway,Wet,Dawn,,42,27,Male,,Yes,Curve,23.071188790083824,87.86085441430495,0,2907
Himachal Pradesh,Unknown,2020,December,Monday,19:26,Minor,1,Auto-Rickshaw,4,3,Rainy,Urban Road,Under Construction,Dusk,Signs,47,69,Female,Expired,Yes,Straight Road,20.484061743068473,78.95819988530864,0,2907
Chhattisgarh,Unknown,2023,June,Sunday,0:40,Minor,2,Two-Wheeler,0,0,Stormy,Village Road,Wet,Dark,,48,18,Male,Expired,Yes,Straight Road,20.307718870867863,79.23370723609297,0,2907
Sikkim,Unknown,2018,May,Tuesday,0:17,Minor,3,Pedestrian,2,4,Foggy,National Highway,Wet,Daylight,Police Checkpost,76,65,Male,,Yes,Intersection,20.52998422230822,79.22876678896098,0,2907
Nagaland,Unknown,2018,December,Wednesday,23:46,Fatal,4,Cycle,9,5,Clear,State Highway,Damaged,Dawn,Police Checkpost,104,63,Male,Valid,No,Intersection,20.549555601474353,79.00233846351091,0,2907
Chhattisgarh,Unknown,2023,April,Friday,9:59,Serious,2,Truck,0,0,Rainy,National Highway,Dry,Dark,,96,63,Female,Valid,No,Bridge,20.73443323613666,79.16745888321157,0,2907
Jammu and Kashmir,Unknown,2018,March,Thursday,7:49,Fatal,1,Truck,1,3,Hazy,State Highway,Dry,Dusk,Police Checkpost,37,21,Male,,No,Curve,20.498709652872872,78.70350875908551,0,2907
Jammu and Kashmir,Unknown,2021,September,Friday,10:20,Serious,2,Bus,9,3,Stormy,National Highway,Wet,Dark,Signs,84,67,Female,Expired,No,Bridge,20.442997866720585,78.87001777289024,0,2907
Karnataka,Mangalore,2022,May,Thursday,12:25,Minor,5,Cycle,10,4,Stormy,Urban Road,Dry,Dark,Police Checkpost,33,56,Female,Valid,No,Intersection,15.29104247695109,75.58967513260852,0,2907
Uttar Pradesh,Varanasi,2019,September,Sunday,16:27,Fatal,1,Two-Wheeler,10,0,Rainy,State Highway,Wet,Dusk,Signals,69,63,Female,Valid,No,Curve,26.77314748068245,80.78982697928795,0,2907
Puducherry,Unknown,2019,August,Tuesday,7:39,Fatal,3,Two-Wheeler,3,4,Stormy,Village Road,Wet,Dark,Police Checkpost,38,37,Male,,Yes,Straight Road,20.68539260026581,78.77686548053038,0,2907
Sikkim,Unknown,2021,December,Friday,8:34,Minor,3,Pedestrian,2,1,Hazy,State Highway,Damaged,Dark,,90,66,Male,,Yes,Bridge,20.69054712500392,78.97572255427339,0,2907
Uttarakhand,Unknown,2022,November,Tuesday,4:26,Minor,3,Car,2,3,Clear,Urban Road,Under Construction,Dawn,Signs,105,55,Male,Valid,Yes,Bridge,20.881053867416878,78.75485717160512,0,2907
Madhya Pradesh,Unknown,2019,August,Saturday,19:32,Minor,4,Bus,5,0,Clear,State Highway,Wet,Dawn,Signals,100,66,Female,,No,Intersection,22.750770565173966,78.65212569375035,0,2907
Mizoram,Unknown,2021,March,Thursday,9:7,Serious,4,Bus,5,4,Clear,Village Road,Damaged,Daylight,Signals,89,33,Female,Valid,No,Intersection,20.503713112552884,79.11711409558916,0,2907
Jharkhand,Unknown,2019,March,Wednesday,6:55,Minor,5,Bus,6,3,Rainy,State Highway,Damaged,Daylight,,72,70,Female,Valid,Yes,Straight Road,20.6157634790829,79.21967498075611,0,2907
Gujarat,Surat,2020,June,Sunday,6:31,Minor,4,Pedestrian,2,0,Foggy,National Highway,Damaged,Daylight,Signals,114,45,Female,,No,Straight Road,22.288963532863082,71.1700948361864,0,2907
Odisha,Unknown,2020,July,Monday,17:16,Minor,4,Cycle,1,5,Hazy,Village Road,Under Construction,Dark,,98,62,Male,Valid,Yes,Straight Road,20.61523056912903,78.91054853033701,0,2907
Kerala,Unknown,2021,October,Saturday,2:44,Serious,5,Auto-Rickshaw,9,4,Clear,Urban Road,Dry,Daylight,Signs,32,27,Male,Expired,Yes,Bridge,20.510024906027617,78.72598476381744,0,2907
Uttarakhand,Unknown,2018,September,Wednesday,8:30,Fatal,2,Cycle,2,2,Rainy,Village Road,Wet,Daylight,Signals,50,28,Female,,Yes,Curve,20.782912299002515,79.03760997791866,0,2907
